,cell_name,cell_type_herm,Gender_herm,indegree_herm,outdegree_herm,degree_herm,instrength_herm,outstrength_herm,strength_herm,BC_wei_herm,BC_wei_norm_herm,BC_bin_herm,BC_bin_norm_herm,eccentricity_herm,CC_wei_herm,CC_bin_herm,LE_wei_herm,LE_bin_herm,cell_type_male,Gender_male,indegree_male,outdegree_male,degree_male,instrength_male,outstrength_male,strength_male,BC_wei_male,BC_wei_norm_male,BC_bin_male,BC_bin_norm_male,eccentricity_male,CC_wei_male,CC_bin_male,LE_wei_male,LE_bin_male
90,AIYR,interneuron,GS,4,4,8,9,9,18,24.0,0.0003094298754544,409.381478781047,0.0052781191663578,inf,0.0,0.0,0.0,0.0,interneuron,GS,1,1,2,1,1,2,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0
91,AIAL,interneuron,GS,9,9,18,21,21,42,1388.0,0.0178953611304505,921.584527667249,0.0118819077340353,inf,0.0012961923618391,0.125,0.0013225550432204,0.148148148148148,interneuron,GS,3,3,6,25,25,50,796,0.006263179429075,156.550978084281,0.001231792544647,inf,0.0,0.0,0.0,0.0
92,AIAR,interneuron,GS,9,9,18,25,25,50,1582.0,0.0203965859570408,587.545326080514,0.0075751698780396,inf,0.0042684965229483,0.444444444444444,0.006899694649446,0.383928571428571,interneuron,GS,3,3,6,16,16,32,1024,0.0080571554464482,1012.43009904244,0.0079661198111796,inf,0.0,0.0,0.0,0.0
93,AUAL,interneuron,GS,5,5,10,12,12,24,115.0,0.001482684819886,378.522101177295,0.004880251942669,inf,0.0,0.0,0.0,0.0,interneuron,GS,0,0,0,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0
94,AUAR,interneuron,GS,5,5,10,10,10,20,52.0,0.000670431396818,165.203418980445,0.0021299530566571,inf,0.0,0.0,0.0,0.0,interneuron,GS,1,1,2,3,3,6,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0
95,AIZL,interneuron,GS,8,8,16,32,32,64,1112.0,0.014336917562724,812.444871800827,0.0104747798122899,inf,0.0004771435532781,0.0714285714285714,0.0004771435532781,0.0714285714285714,interneuron,GS,4,4,8,27,27,54,2186,0.0172001384823592,1503.43156307434,0.0118294744206901,inf,0.0015262856567377,0.166666666666667,0.0015262856567377,0.166666666666667
96,AIZR,interneuron,GS,5,5,10,32,32,64,1184.5,0.0152716536448261,410.088067006337,0.0052872291457973,inf,0.0,0.0,0.0,0.0,interneuron,GS,1,1,2,13,13,26,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0
97,RIS,interneuron,GS,11,11,22,37,37,74,1692.0,0.0218148062195405,616.23673658131,0.0079450856937844,inf,0.0014397275318599,0.163636363636364,0.0029589444758828,0.33969696969697,interneuron,GS,4,4,8,11,11,22,0,0.0,344.354200902199,0.0027094876223696,inf,0.0007631428283688,0.0833333333333333,0.0,0.0
98,ALA,interneuron,GS,8,8,16,512,512,1024,680.0,0.0087671798045434,592.234667185937,0.0076356291377986,inf,0.0091292294976086,0.178571428571429,0.0087314587526116,0.142857142857143,interneuron,GS,4,4,8,505,505,1010,1208,0.0095049255657319,1594.38748701776,0.0125451443601309,inf,0.0381571414184444,0.166666666666667,0.0381571414184444,0.166666666666667
99,PVQL,interneuron,GS,10,10,20,78,78,156,5586.0,0.0720198035120291,614.931418092271,0.0079282563380556,inf,0.0028753426676872,0.166666666666667,0.005298845382399,0.3,interneuron,GS,8,8,16,99,99,198,40,0.0003147326346268,959.058428669985,0.0075461746504106,inf,0.0118655270219668,0.339285714285714,0.014761366704542,0.428571428571429
100,PVQR,interneuron,GS,13,13,26,99,99,198,3172.0,0.0408963152058998,1217.61136971641,0.015698555603471,inf,0.0020332288159596,0.115384615384615,0.0043004055154093,0.206196581196581,interneuron,GS,20,20,40,181,181,362,4567,0.0359345985585245,1799.29674252381,0.0141574351062522,inf,0.0038870726290429,0.173684210526316,0.0083989336713494,0.403070175438596
101,ADAL,interneuron,GS,6,6,12,20,20,40,2130.0,0.0274619014465847,470.160565906535,0.006061738556336,inf,0.0005745159173418,0.0666666666666667,0.0005745159173418,0.0666666666666667,interneuron,GS,2,2,4,3,3,6,0,0.0,736.255365201052,0.0057930897711976,inf,0.0,0.0,0.0,0.0
102,RIFL,interneuron,GS,4,4,8,4,4,8,0.0,0.0,97.2193506084869,0.0012534404812728,inf,0.0,0.0,0.0,0.0,interneuron,GS,1,1,2,1,1,2,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0
103,RIFR,interneuron,GS,4,4,8,7,7,14,528.0,0.0068074572599984,252.003352986015,0.0032490569220238,inf,0.0,0.0,0.0,0.0,interneuron,GS,0,0,0,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0
104,BDUL,interneuron,GS,2,2,4,24,24,48,0.0,0.0,0.557142857142857,7.18319353733603e-06,inf,0.0,0.0,0.0,0.0,interneuron,GS,1,1,2,23,23,46,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0
105,BDUR,interneuron,GS,4,4,8,28,28,56,0.0,0.0,48.5394473916235,0.0006258147983757,inf,0.0046103211331338,0.333333333333333,0.0046103211331338,0.333333333333333,interneuron,GS,1,1,2,23,23,46,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0
106,PVR,interneuron,GS,21,21,42,156,156,312,14886.0,0.191923880250638,1480.57539647736,0.0190889275222063,inf,0.0033940823124482,0.15,0.0072157685938881,0.322301587301587,interneuron,GS,8,8,16,38,38,76,1594,0.0125420954898813,1159.58368520386,0.009123970707864,inf,0.0021525775451393,0.196428571428571,0.0041137067982196,0.339285714285714
107,AVFL,interneuron,GS,12,12,24,57,57,114,28.0,0.0003610015213635,365.396476419248,0.0047110244245796,inf,0.0047156266009938,0.272727272727273,0.0073262206483149,0.449494949494949,interneuron,GS,15,15,30,42,42,84,384,0.003021433292418,2159.6388098455,0.0169927203116286,inf,0.0027529878757545,0.233333333333333,0.0054377784612328,0.495238095238095
108,AVFR,interneuron,GS,9,9,18,58,58,116,498.0,0.0064206699156803,646.85674402366,0.008339866739172,inf,0.0065288721222242,0.305555555555556,0.0081697301902632,0.421296296296296,interneuron,GS,6,6,12,7,7,14,0,0.0,34.4940679469146,0.0002714102220982,inf,0.0022437344894263,0.333333333333333,0.0032420126643417,0.477777777777778
109,AVHL,interneuron,GS,17,17,34,83,83,166,2694.0,0.0347335035197648,918.732244356763,0.0118451334978051,inf,0.003179595446819,0.139705882352941,0.0058608171192754,0.317647058823529,interneuron,GS,8,8,16,13,13,26,0,0.0,56.9195071481573,0.00044786066116,inf,0.0044754342247181,0.410714285714286,0.0061464462184925,0.55952380952381
110,AVHR,interneuron,GS,20,20,40,105,105,210,828.0,0.0106753307031794,835.655968265305,0.0107740384242968,inf,0.0047136403244773,0.242105263157895,0.0104469686199938,0.536842105263158,interneuron,GS,10,10,20,47,47,94,4,3.14732634626884e-05,351.309592066367,0.0027642148370185,inf,0.0043936439531544,0.277777777777778,0.0074658701645631,0.528148148148148
111,PVPL,interneuron,GS,28,28,56,190,190,380,13778.0,0.177638534333823,2809.62851414558,0.0362242917168921,inf,0.0045573107941421,0.255291005291005,0.0120417317402285,0.512108262108262,interneuron,GS,24,24,48,184,184,368,3188,0.0250841909797627,4844.23802809119,0.0381159949335221,inf,0.004753939776859,0.240942028985507,0.010278690875753,0.534359903381642
112,PVPR,interneuron,GS,21,21,42,214,214,428,8432.0,0.108713029576339,2210.4883188739,0.0284996302167802,inf,0.0057877187033565,0.20952380952381,0.012216450390946,0.458888888888889,interneuron,GS,17,17,34,176,176,352,10964,0.086268215151229,715.214102095382,0.0056275304668695,inf,0.0078836098329037,0.275735294117647,0.0139581708471352,0.503676470588235
113,LUAL,interneuron,GS,7,7,14,26,26,52,0.0,0.0,45.0166273133189,0.0005803953909558,inf,0.0063519999709787,0.476190476190476,0.0092585228205002,0.702380952380952,interneuron,GS,4,4,8,10,10,20,2,1.57366317313442e-05,109.053369021998,0.0008580663536807,inf,0.0010582673679788,0.166666666666667,0.0010582673679788,0.166666666666667
114,LUAR,interneuron,GS,10,10,20,38,38,76,32.0,0.0004125731672726,182.270621691435,0.0023499989903746,inf,0.0050894887818315,0.422222222222222,0.0088477711807687,0.703703703703704,interneuron,GS,3,3,6,5,5,10,0,0.0,3.24563492063492,2.55376807402112e-05,inf,0.0036028941602697,0.666666666666667,0.004674979159532,0.833333333333333
115,PVNL,interneuron,GS,13,13,26,31,31,62,0.0,0.0,722.849672792596,0.0093196368426883,inf,0.0033828590341085,0.33974358974359,0.005887843963486,0.567307692307692,interneuron,GS,22,22,44,79,79,158,1736,0.0136593963428068,3113.54461705814,0.0244983525088765,inf,0.0032299279571897,0.201298701298701,0.0065703660283194,0.478282828282828
116,PVNR,interneuron,GS,17,17,34,43,43,86,216.0,0.0027848688790902,1172.4583346968,0.015116401520033,inf,0.0022613114968857,0.213235294117647,0.0050347140032768,0.472794117647059,interneuron,GS,19,19,38,68,68,136,1419,0.0111651402133887,2789.03839860682,0.0219450350817268,inf,0.0033481331194906,0.195906432748538,0.0059239757501401,0.381091617933723
117,AVG,interneuron,GS,13,13,26,37,37,74,1056.0,0.0136149145199969,408.996151359454,0.0052731511740214,inf,0.0034985050347246,0.262820512820513,0.0057633665249995,0.455128205128205,interneuron,GS,34,34,68,188,188,376,5797,0.0456126270733012,3980.79534586483,0.031322155177862,inf,0.0048647919280754,0.249554367201426,0.0119675457721717,0.544507575757576
118,DVB,interneuron,GS,11,11,22,60,60,120,16.0,0.0002062865836363,62.1498720826201,0.0008012927990848,inf,0.0137420221034266,0.654545454545455,0.0174606048964833,0.77037037037037,interneuron,GS,12,12,24,52,52,104,90,0.0007081484279104,158.289153008078,0.0012454690539772,inf,0.0062632808354236,0.462121212121212,0.0100133441417393,0.621212121212121
119,RIBL,interneuron,GS,14,14,28,53,53,106,10036.0,0.12939325958588,1880.99345184182,0.0242514820639208,inf,0.0040449511144787,0.263736263736264,0.0082470767646277,0.199786324786325,interneuron,GS,9,9,18,37,37,74,9705,0.0763620054763478,3688.62431446033,0.0290232612159721,inf,0.0016050371204186,0.0833333333333333,0.0009304119620972,0.0555555555555556
120,RIBR,interneuron,GS,14,14,28,59,59,118,4472.5,0.0576635465820892,1502.43705243771,0.0193707879172495,inf,0.0048034007646107,0.285714285714286,0.0095281985123461,0.207264957264957,interneuron,GS,11,11,22,57,57,114,12788,0.100620023290215,9246.19719753548,0.0727520001065015,inf,0.0025932524822019,0.209090909090909,0.0101521397604551,0.0
121,RIGL,interneuron,GS,15,15,30,114,114,228,2860.0,0.0368737268249916,2939.06747657379,0.0378931368011885,inf,0.0014434536975004,0.0952380952380952,0.0021071431461395,0.164444444444444,interneuron,GS,7,7,14,73,73,146,5868,0.0461712774997639,3749.84968585567,0.0295050017771038,inf,0.0020071014152945,0.0476190476190476,0.0020071014152945,0.0476190476190476
122,RIGR,interneuron,GS,14,14,28,116,116,232,4983.5,0.064251824346974,2474.77511089813,0.0319070564309602,inf,0.0017449722573183,0.104395604395604,0.0025796908569514,0.17032967032967,interneuron,GS,7,7,14,88,88,176,6606,0.05197809460863,1574.29412837239,0.0123870434675069,inf,0.0004991888369921,0.0476190476190476,0.0004991888369921,0.0476190476190476
123,RMGL,interneuron,GS,10,10,20,28,28,56,2403.5,0.030988112735618,1490.71793999184,0.0192196944378928,inf,0.0003807406815255,0.0444444444444444,0.0003807406815255,0.0444444444444444,interneuron,GS,6,6,12,26,26,52,2960,0.0232902149623894,2623.20418272344,0.0206401990898203,inf,0.0036230142818235,0.366666666666667,0.0081018913340053,0.0
124,RMGR,interneuron,GS,11,11,22,24,24,48,1397.0,0.0180113973337459,1700.47186408456,0.0219240332132303,inf,0.0003753817261363,0.0454545454545455,0.000329566415231,0.0363636363636364,interneuron,GS,5,5,10,16,16,32,3592,0.0282629905894942,2951.80415396988,0.023225727457038,inf,0.0,0.0,0.0,0.0
125,AIBL,interneuron,GS,14,14,28,26,26,52,2399.5,0.0309365410897089,2958.39888862122,0.0381423749854468,inf,0.0004322772586057,0.0769230769230769,0.0005528615960014,0.102564102564103,interneuron,GS,2,2,4,5,5,10,0,0.0,86.8295044352348,0.0006832019673562,inf,0.0,0.0,0.0,0.0
126,AIBR,interneuron,GS,13,13,26,35,35,70,2640.0,0.0340372862999923,1727.37329469796,0.0222708709767407,inf,0.0013245580046922,0.102564102564103,0.0016181153641697,0.123931623931624,interneuron,GS,6,6,12,13,13,26,0,0.0,1525.84624480753,0.0120058402165953,inf,0.0006105142626951,0.0666666666666667,0.0006105142626951,0.0666666666666667
127,RICL,interneuron,GS,3,3,6,13,13,26,1270.0,0.0163739975761326,129.830798678321,0.0016738969943828,inf,0.0,0.0,0.0,0.0,interneuron,GS,4,4,8,14,14,28,642,0.0050514587857615,797.938970194545,0.0062784358590198,inf,0.0017471609294726,0.166666666666667,0.0017471609294726,0.166666666666667
128,RICR,interneuron,GS,5,5,10,9,9,18,0.0,0.0,414.080431151187,0.0053387023433019,inf,0.0,0.0,0.0,0.0,interneuron,GS,2,2,4,11,11,22,0,0.0,0.0,0.0,inf,0.0190488126236184,1.0,0.0190488126236184,1.0
129,SAADL,interneuron,GS,4,4,8,6,6,12,0.0,0.0,61.9868963022363,0.0007991915667754,inf,0.0009614997135382,0.166666666666667,0.0009614997135382,0.166666666666667,interneuron,GS,0,0,0,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0
130,SAADR,interneuron,GS,3,3,6,4,4,8,0.0,0.0,34.4106837606838,0.0004436538995988,inf,0.0,0.0,0.0,0.0,interneuron,GS,0,0,0,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0
131,SAAVL,interneuron,GS,5,5,10,31,31,62,1392.0,0.0179469327763596,114.400431540049,0.0014749546368073,inf,0.0036056317002313,0.2,0.0036056317002313,0.2,interneuron,GS,1,1,2,6,6,12,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0
132,SAAVR,interneuron,GS,10,10,20,36,36,72,1424.0,0.0183595059436322,985.583864420833,0.0127070455174033,inf,0.0003259986555573,0.0444444444444444,0.0003259986555573,0.0444444444444444,interneuron,GS,3,3,6,22,22,44,1230,0.0096780285147767,178.534349041218,0.0014047646511284,inf,0.0,0.0,0.0,0.0
133,AVKL,interneuron,GS,22,22,44,79,79,158,6202.0,0.0799618369820273,3203.52676050046,0.0413027869381973,inf,0.0022553773973514,0.12987012987013,0.0049330509858607,0.326551226551226,interneuron,GS,19,19,38,63,63,126,4062,0.0319610990463601,5388.92114218368,0.0424017337218998,inf,0.0013081620812625,0.114035087719298,0.002611352147327,0.242690058479532
134,AVKR,interneuron,GS,14,14,28,64,64,128,6212.0,0.0800907660968,2281.38995915714,0.0294137587885451,inf,0.0032633336425086,0.159340659340659,0.005181995963252,0.310439560439561,interneuron,GS,19,19,38,99,99,198,3654,0.0287508261731659,4209.79367264811,0.0331239863457032,inf,0.0019937559781975,0.114035087719298,0.0037020364111514,0.234697855750487
135,DVC,interneuron,GS,19,19,38,146,146,292,7110.0,0.0916686006033883,1539.7426789595,0.0198517660575991,inf,0.0065604500021749,0.260233918128655,0.0099680935688163,0.474658869395712,interneuron,GS,23,23,46,73,73,146,14,0.0001101564221194,2525.72841930743,0.0198732289940156,inf,0.003090553845002,0.245059288537549,0.0061148753549458,0.506916996047431
136,AVJL,interneuron,GS,17,17,34,92,92,184,2738.0,0.0353007916247647,747.081648298171,0.0096320575578011,inf,0.0048957262745593,0.279411764705882,0.007961443286985,0.469362745098039,interneuron,GS,14,14,28,70,70,140,84,0.0006609385327164,335.823007457767,0.0026423614976376,inf,0.0060503547008048,0.313186813186813,0.0087313377969179,0.5503663003663
137,AVJR,interneuron,GS,16,16,32,43,43,86,280.0,0.0036100152136355,518.168094812639,0.0066806953767648,inf,0.0038715326316396,0.325,0.0066458934964998,0.58125,interneuron,GS,15,15,30,75,75,150,2,1.57366317313442e-05,309.920253770431,0.002438550449835,inf,0.0067746249661802,0.323809523809524,0.010705743280202,0.626984126984127
138,PVT,interneuron,GS,30,30,60,126,126,252,6320.0,0.0814832005363451,5883.41492746005,0.0758543478437902,inf,0.0033528380872707,0.170114942528736,0.0069451856486508,0.423754789272031,interneuron,GS,9,9,18,60,60,120,578,0.0045478865703584,1395.55256979835,0.0109806484263238,inf,0.0099357799745068,0.458333333333333,0.0111806271379117,0.513888888888889
139,AVDL,interneuron,GS,15,15,30,52,52,104,2136.0,0.0275392589154483,1246.40986768396,0.0160698520884448,inf,0.0026495810052835,0.2,0.0048601380629747,0.381269841269841,interneuron,GS,10,10,20,68,68,136,0,0.0,384.527587068454,0.0030255845141193,inf,0.0158510219621191,0.488888888888889,0.0208523781387567,0.72962962962963
140,AVDR,interneuron,GS,16,16,32,56,56,112,834.5,0.0107591346277816,1727.44156038282,0.0222717511201725,inf,0.0037660212285441,0.208333333333333,0.0058743144395497,0.368055555555555,interneuron,GS,8,8,16,79,79,158,1890,0.0148711169861203,471.214454924651,0.0037076641718176,inf,0.0164755310820477,0.517857142857143,0.0226158934947124,0.738095238095238
141,AVL,interneuron,GS,14,14,28,101,101,202,780.0,0.0100564709522704,355.113577589227,0.0045784479202344,inf,0.0103502897985468,0.417582417582418,0.0148293700327211,0.684065934065934,interneuron,GS,14,14,28,65,65,130,982,0.00772668618009,3145.82005972805,0.0247523058865078,inf,0.003763035827635,0.274725274725275,0.0069041331156435,0.523809523809524
142,PVWL,interneuron,GS,7,7,14,24,24,48,0.0,0.0,18.1070378917931,0.0002334524366544,inf,0.0083346124915606,0.476190476190476,0.0113333951070373,0.73015873015873,interneuron,GS,4,4,8,11,11,22,184,0.0014477701192836,39.4416151720196,0.0003103390864257,inf,0.0010582673679788,0.166666666666667,0.0010582673679788,0.166666666666667
143,PVWR,interneuron,GS,12,12,24,39,39,78,0.0,0.0,325.417659649162,0.0041955810789969,inf,0.0057705161150185,0.409090909090909,0.0095281861777415,0.694444444444444,interneuron,GS,4,4,8,7,7,14,0,0.0,51.5114073446426,0.0004053080236729,inf,0.0018982147345753,0.333333333333333,0.0023181884178736,0.416666666666667
144,RIAL,interneuron,GS,4,4,8,8,8,16,24.0,0.0003094298754544,302.620334828035,0.0039016571881596,inf,0.0004807498567691,0.0833333333333333,0.0,0.0,interneuron,GS,2,2,4,2,2,4,12,9.44197903880653e-05,89.8492260354025,0.0007069620907327,inf,0.0,0.0,0.0,0.0
145,RIAR,interneuron,GS,7,7,14,7,7,14,0.0,0.0,167.909896823855,0.0021648474359074,inf,0.0005770763090048,0.0952380952380952,0.0007210142314189,0.119047619047619,interneuron,GS,4,4,8,4,4,8,1306,0.0102760205205678,1989.73792909185,0.015655886516003,inf,0.0,0.0,0.0,0.0
146,RIML,interneuron,GS,9,9,18,41,41,82,2692.0,0.0347077176968103,662.817115891479,0.0085456424008081,inf,0.0021232081376254,0.111111111111111,0.0032999148797126,0.178240740740741,interneuron,GS,7,7,14,41,41,82,7642,0.0601296698454663,3712.99260219663,0.0292149986009869,inf,0.0004360816162107,0.0476190476190476,0.0004360816162107,0.0476190476190476
147,RIMR,interneuron,GS,9,9,18,39,39,78,2284.0,0.0294474098140842,1273.48337312824,0.0164189083975174,inf,0.0034965101491648,0.222222222222222,0.0058998723573541,0.427777777777778,interneuron,GS,4,4,8,55,55,110,3923,0.0308674031410317,1406.04115851623,0.0110631759553413,inf,0.0,0.0,0.0,0.0
148,AVEL,interneuron,GS,14,14,28,39,39,78,788.0,0.0101596142440886,2681.66058434794,0.0345744125260816,inf,0.0018999592100364,0.131868131868132,0.004062154312137,0.302197802197802,interneuron,GS,6,6,12,26,26,52,2770,0.0217952349479117,4012.7236869997,0.031573377450978,inf,0.0,0.0,0.0,0.0
149,AVER,interneuron,GS,16,16,32,52,52,104,2304.0,0.0297052680436296,2515.73693525654,0.0324351736063606,inf,0.001603685250422,0.116666666666667,0.0034051339546847,0.265277777777778,interneuron,GS,6,6,12,49,49,98,2947,0.0231879268561357,1980.44920608234,0.0155827999093754,inf,0.0,0.0,0.0,0.0
150,RMFL,interneuron,GS,5,5,10,7,7,14,0.0,0.0,236.157637208854,0.0030447595112149,inf,0.0017306994843688,0.1,0.0017306994843688,0.1,interneuron,GS,0,0,0,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0
151,RMFR,interneuron,GS,0,0,0,0,0,0,0.0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,interneuron,GS,2,2,4,3,3,6,0,0.0,662.926351632587,0.0052161139303228,inf,0.0,0.0,0.0,0.0
152,RID,interneuron,GS,9,9,18,25,25,50,78.0,0.001005647095227,269.552614569923,0.0034753179981166,inf,0.0050700600027064,0.375,0.0075584717931747,0.214285714285714,interneuron,GS,3,3,6,19,19,38,1832,0.0144147546659113,1896.17171309426,0.0149196779741782,inf,0.0059752063287428,0.166666666666667,0.0,0.0
153,AVBL,interneuron,GS,26,26,52,132,132,264,15723.0,0.202715247157113,4407.22954568282,0.0568220203924965,inf,0.0026395315835734,0.130769230769231,0.0080167259637161,0.483589743589744,interneuron,GS,27,27,54,230,230,460,20520,0.161457841563592,4365.33928237049,0.0343478683345174,inf,0.0078948587034814,0.247863247863248,0.0170446485495423,0.432051282051282
154,AVBR,interneuron,GS,27,27,54,129,129,258,3919.0,0.0505273200794203,3339.66028769028,0.0430579444533442,inf,0.0027880292089141,0.141025641025641,0.0084455780153404,0.490265906932574,interneuron,GS,33,33,66,217,217,434,21559,0.169633021748025,12091.4185832672,0.0951391006772043,inf,0.0051080778881057,0.215909090909091,0.0134961141234701,0.442557123655914
155,AVAL,interneuron,GS,44,44,88,227,227,454,11788.0,0.151981640494056,6676.00267894662,0.0860731115616749,inf,0.0019508143285379,0.096723044397463,0.0075975326082582,0.435905567300916,interneuron,GS,48,48,96,742,742,1484,28934,0.227661851257357,13045.3573936964,0.102644992554184,inf,0.0059025940754759,0.119237588652482,0.0169618295573385,0.438682033096927
156,AVAR,interneuron,GS,50,50,100,250,250,500,18258.0,0.235398777751992,12454.9072319259,0.160580016398828,inf,0.0015628817707565,0.076734693877551,0.0062281523980668,0.369226433430515,interneuron,GS,44,44,88,594,594,1188,33901,0.26674377616215,12599.3228167834,0.0991354516160217,inf,0.0064484453967552,0.12262156448203,0.0162149416248387,0.387420718816068
157,PVCL,interneuron,GS,24,24,48,164,164,328,2288.0,0.0294989814599933,1031.82878747173,0.0133032772165717,inf,0.004530035831999,0.202898550724638,0.0094528231152547,0.515096618357488,interneuron,GS,16,16,32,86,86,172,2362,0.0185849620747175,478.99360174395,0.0037688729561573,inf,0.0080366636220296,0.3125,0.01297197763272,0.620833333333333
158,PVCR,interneuron,GS,27,27,54,215,216,431,15854.0,0.204404218560635,2504.73852448228,0.0322933720698574,inf,0.0048422407275135,0.190883190883191,0.010092820588343,0.47340930674264,interneuron,GS,28,28,56,202,202,404,6298,0.049554653322003,3071.3144539406,0.0241660722464089,inf,0.0057931225095178,0.211640211640212,0.0105692873904432,0.525447215923407
159,RIPL,interneuron,GS,6,6,12,12,12,24,54.0,0.0006962172197725,327.563951542941,0.0042232530303878,inf,0.0040677788008254,0.433333333333333,0.0053249751484296,0.1,interneuron,GS,0,0,0,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0
160,RIPR,interneuron,GS,2,2,4,6,6,12,0.0,0.0,0.0,0.0,inf,0.0151190525987385,1.5,0.010079368399159,1.0,interneuron,GS,1,1,2,1,1,2,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0
161,URADL,motorneuron,GS,1,1,2,1,1,2,0.0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,motorneuron,GS,0,0,0,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0
162,URADR,motorneuron,GS,2,2,4,2,2,4,2.0,2.57858229545396e-05,139.461514139455,0.001798064956286,inf,0.0,0.0,0.0,0.0,motorneuron,GS,1,1,2,2,2,4,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0
163,URAVL,motorneuron,GS,5,5,10,9,9,18,548.0,0.0070653154895438,1350.26176445049,0.0174088054002023,inf,0.0003174802103936,0.05,0.0,0.0,motorneuron,GS,2,2,4,26,26,52,0,0.0,63.1308383137331,0.0004967333767171,inf,0.0271441761659491,0.5,0.0,0.0
164,URAVR,motorneuron,GS,1,1,2,4,4,8,0.0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,motorneuron,GS,1,1,2,22,22,44,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0
165,RMEL,motorneuron,GS,2,2,4,6,6,12,172.0,0.0022175807740904,23.9445953323235,0.0003087155479786,inf,0.0,0.0,0.0,0.0,motorneuron,GS,2,2,4,3,3,6,0,0.0,38.902380952381,0.00030609622126,inf,0.0,0.0,0.0,0.0
166,RMER,motorneuron,GS,5,5,10,6,6,12,0.0,0.0,290.262638767052,0.0037423305067823,inf,0.0012699208415745,0.2,0.0015219050515535,0.25,motorneuron,GS,3,3,6,5,5,10,2,1.57366317313442e-05,1013.03031815698,0.0079708425247614,inf,0.0006666666666666,0.166666666666667,0.0,0.0
167,RMED,motorneuron,GS,6,6,12,18,18,36,2060.0,0.0265593976431758,1415.55610422649,0.0182506395429011,inf,0.0010079368399159,0.1,0.0006719578932772,0.0666666666666667,motorneuron,GS,4,4,8,10,10,20,1250,0.0098353948320901,1370.24873022631,0.0107815498239567,inf,0.0,0.0,0.0,0.0
168,RMEV,motorneuron,GS,11,11,22,23,23,46,3790.0,0.0488641344988525,2558.736685945,0.0329895655855315,inf,0.000570639221421,0.0818181818181818,0.0006282960451686,0.096969696969697,motorneuron,GS,4,4,8,16,16,32,498,0.0039184213011047,174.877419649004,0.001375990775572,inf,0.0,0.0,0.0,0.0
169,RMDDL,motorneuron,GS,8,8,16,15,15,30,132.0,0.0017018643149996,1113.36272213131,0.0143544870185312,inf,0.0010991561881386,0.178571428571429,0.0019620503267074,0.321428571428571,motorneuron,GS,2,2,4,12,12,24,2300,0.0180971264910459,919.042469692178,0.0072313164455054,inf,0.0086534974218444,0.5,0.0,0.0
170,RMDDR,motorneuron,GS,10,10,20,15,15,30,46.0,0.0005930739279544,833.565472635375,0.0107470858491965,inf,0.0001615218304739,0.0222222222222222,0.0001615218304739,0.0222222222222222,motorneuron,GS,3,3,6,31,31,62,166,0.0013061404337015,165.882637500995,0.0013052169884886,inf,0.0085100057318132,0.333333333333333,0.0085100057318132,0.333333333333333
171,RMDL,motorneuron,GS,9,9,18,12,12,24,12.0,0.0001547149377272,427.217250828423,0.0055080741964934,inf,0.0006293825216328,0.111111111111111,0.0008417549850674,0.148148148148148,motorneuron,GS,0,0,0,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0
172,RMDR,motorneuron,GS,4,4,8,9,9,18,0.0,0.0,24.6379913007689,0.0003176554408185,inf,0.0048302699844522,0.5,0.0048302699844522,0.5,motorneuron,GS,5,5,10,49,49,98,5168,0.0406634563937935,1004.31100874507,0.007902236244178,inf,0.0025530017195439,0.1,0.0025530017195439,0.1
173,RMDVL,motorneuron,GS,10,10,20,19,19,38,127.0,0.0016373997576132,1053.33401661708,0.013580542232241,inf,0.0009215242046659,0.111111111111111,0.0011962647138596,0.17037037037037,motorneuron,GS,2,2,4,10,10,20,0,0.0,24.710989010989,0.0001944338668916,inf,0.0028844991406148,0.5,0.0,0.0
174,RMDVR,motorneuron,GS,12,12,24,38,38,76,2172.0,0.02800340372863,2228.60754509802,0.0287332397965243,inf,0.0009492327786005,0.0909090909090909,0.001669184120606,0.147727272727273,motorneuron,GS,3,3,6,16,16,32,2434,0.0191514808170459,413.551318373015,0.003253952399624,inf,0.0,0.0,0.0,0.0
